"activity" "subject_id" "variable" "value"
"LAYING" 19 "tBodyAcc.mean...Y" -0.016214994586747
"LAYING" 20 "tBodyAcc.mean...Y" -0.0148652597220588
"LAYING" 21 "tBodyAcc.mean...Y" -0.0190727909445556
"LAYING" 22 "tBodyAcc.mean...Y" -0.0187656556291667
"LAYING" 23 "tBodyAcc.mean...Y" -0.0188936281891667
"LAYING" 24 "tBodyAcc.mean...Y" -0.0204685033138889
"LAYING" 25 "tBodyAcc.mean...Y" -0.0157860167741096
"LAYING" 26 "tBodyAcc.mean...Y" -0.0139640444064342
"LAYING" 27 "tBodyAcc.mean...Y" -0.0108690139352703
"LAYING" 28 "tBodyAcc.mean...Y" -0.02176731647075
"LAYING" 29 "tBodyAcc.mean...Y" -0.0158146700998551
"LAYING" 30 "tBodyAcc.mean...Y" -0.0185102511465714
"SITTING" 1 "tBodyAcc.mean...Y" -0.0245985319906383
"SITTING" 2 "tBodyAcc.mean...Y" -0.0166198583130435
"SITTING" 3 "tBodyAcc.mean...Y" -0.0144881695557692
"SITTING" 4 "tBodyAcc.mean...Y" -0.02457656008
"SITTING" 5 "tBodyAcc.mean...Y" -0.0164958838406818
"SITTING" 6 "tBodyAcc.mean...Y" -0.0219518175345455
"SITTING" 7 "tBodyAcc.mean...Y" -0.0146341490270833
"SITTING" 8 "tBodyAcc.mean...Y" -0.0197094703652174
"SITTING" 9 "tBodyAcc.mean...Y" -0.0151556597592
"SITTING" 10 "tBodyAcc.mean...Y" -0.020987240287037
"SITTING" 11 "tBodyAcc.mean...Y" -0.0243966713586792
"SITTING" 12 "tBodyAcc.mean...Y" -0.0172967174098039
"SITTING" 13 "tBodyAcc.mean...Y" -0.0230260826906122
"SITTING" 14 "tBodyAcc.mean...Y" -0.0184197247351852
"SITTING" 15 "tBodyAcc.mean...Y" -0.0179565079355932
"SITTING" 16 "tBodyAcc.mean...Y" -0.0123231594771014
"SITTING" 17 "tBodyAcc.mean...Y" -0.0135133098875
"SITTING" 18 "tBodyAcc.mean...Y" -0.019958789777193
"SITTING" 19 "tBodyAcc.mean...Y" -0.0143944259454795
"SITTING" 20 "tBodyAcc.mean...Y" -0.0148048039763636
"SITTING" 21 "tBodyAcc.mean...Y" -0.0194995636705882
"SITTING" 22 "tBodyAcc.mean...Y" -0.0200396639387097
"SITTING" 23 "tBodyAcc.mean...Y" -0.0143596044647059
"SITTING" 24 "tBodyAcc.mean...Y" -0.00885427098735294
"SITTING" 25 "tBodyAcc.mean...Y" -0.0116986154186154
"SITTING" 26 "tBodyAcc.mean...Y" -0.0198792550076923
"SITTING" 27 "tBodyAcc.mean...Y" -0.0161829108212857
"SITTING" 28 "tBodyAcc.mean...Y" -0.01415603465
"SITTING" 29 "tBodyAcc.mean...Y" -0.0144253992843333
"SITTING" 30 "tBodyAcc.mean...Y" -0.0206594544177419
"STANDING" 1 "tBodyAcc.mean...Y" -0.00853501574584906
"STANDING" 2 "tBodyAcc.mean...Y" -0.0159070608407407
"STANDING" 3 "tBodyAcc.mean...Y" -0.0172200878159016
"STANDING" 4 "tBodyAcc.mean...Y" -0.0163976213089286
"STANDING" 5 "tBodyAcc.mean...Y" -0.0161091082285714
"STANDING" 6 "tBodyAcc.mean...Y" -0.0194169860019298
"STANDING" 7 "tBodyAcc.mean...Y" -0.0191811676886792
"STANDING" 8 "tBodyAcc.mean...Y" -0.021369617187037
"STANDING" 9 "tBodyAcc.mean...Y" -0.02032064608
"STANDING" 10 "tBodyAcc.mean...Y" -0.0141182973886364
"STANDING" 11 "tBodyAcc.mean...Y" -0.0158985605731915
"STANDING" 12 "tBodyAcc.mean...Y" -0.0173105447131148
"STANDING" 13 "tBodyAcc.mean...Y" -0.0198958046625263
"STANDING" 14 "tBodyAcc.mean...Y" -0.0157249275260167
"STANDING" 15 "tBodyAcc.mean...Y" -0.0247516047515094
"STANDING" 16 "tBodyAcc.mean...Y" -0.0161753462734615
"STANDING" 17 "tBodyAcc.mean...Y" -0.00429354284615385
"STANDING" 18 "tBodyAcc.mean...Y" -0.0207503918694521
"STANDING" 19 "tBodyAcc.mean...Y" -0.0236996177794521
"STANDING" 20 "tBodyAcc.mean...Y" -0.0257908967841096
"STANDING" 21 "tBodyAcc.mean...Y" -0.0202998834934831
"STANDING" 22 "tBodyAcc.mean...Y" -0.0136852100530159
"STANDING" 23 "tBodyAcc.mean...Y" -0.01244810245
"STANDING" 24 "tBodyAcc.mean...Y" -0.0109618351186957
"STANDING" 25 "tBodyAcc.mean...Y" -0.00920879404136486
"STANDING" 26 "tBodyAcc.mean...Y" -0.0311005856791892
"STANDING" 27 "tBodyAcc.mean...Y" -0.0151090055294875
"STANDING" 28 "tBodyAcc.mean...Y" -0.0352604255029114
"STANDING" 29 "tBodyAcc.mean...Y" -0.0214917560886154
"STANDING" 30 "tBodyAcc.mean...Y" -0.0197917836742373
"WALKING" 1 "tBodyAcc.mean...Y" -0.0176627196578947
"WALKING" 2 "tBodyAcc.mean...Y" -0.0216594798118644
"WALKING" 3 "tBodyAcc.mean...Y" -0.0217386142916207
"WALKING" 4 "tBodyAcc.mean...Y" -0.02253599295415
"WALKING" 5 "tBodyAcc.mean...Y" -0.0216732740107143
"WALKING" 6 "tBodyAcc.mean...Y" -0.0219835625061404
"WALKING" 7 "tBodyAcc.mean...Y" -0.0177628250622807
"WALKING" 8 "tBodyAcc.mean...Y" -0.015971093123125
"WALKING" 9 "tBodyAcc.mean...Y" -0.00731475293307692
"WALKING" 10 "tBodyAcc.mean...Y" -0.0130562743091887
"WALKING" 11 "tBodyAcc.mean...Y" -0.0184745080355932
"WALKING" 12 "tBodyAcc.mean...Y" -0.021246350768
"WALKING" 13 "tBodyAcc.mean...Y" -0.0201351790368421
"WALKING" 14 "tBodyAcc.mean...Y" -0.0168211443018814
"WALKING" 15 "tBodyAcc.mean...Y" -0.0228053940362963
"WALKING" 16 "tBodyAcc.mean...Y" -0.0224359389901961
"WALKING" 17 "tBodyAcc.mean...Y" -0.0176997799704918
"WALKING" 18 "tBodyAcc.mean...Y" -0.0171893804986871
"WALKING" 19 "tBodyAcc.mean...Y" -0.0106760041326923
"WALKING" 20 "tBodyAcc.mean...Y" -0.0187929641568627
"WALKING" 21 "tBodyAcc.mean...Y" -0.0142702062153846
"WALKING" 22 "tBodyAcc.mean...Y" -0.00960871896782609
"WALKING" 23 "tBodyAcc.mean...Y" -0.0235724737532203
"WALKING" 24 "tBodyAcc.mean...Y" -0.0190963339893103
"WALKING" 25 "tBodyAcc.mean...Y" -0.0137602318032432
"WALKING" 26 "tBodyAcc.mean...Y" -0.0183826519930508
"WALKING" 27 "tBodyAcc.mean...Y" -0.0197282371884211
"WALKING" 28 "tBodyAcc.mean...Y" -0.023489230565
"WALKING" 29 "tBodyAcc.mean...Y" -0.0189125476545283
"WALKING" 30 "tBodyAcc.mean...Y" -0.0155354942615385
"WALKING_DOWNSTAIRS" 1 "tBodyAcc.mean...Y" -0.0195755602979592
"WALKING_DOWNSTAIRS" 2 "tBodyAcc.mean...Y" -0.0175480701319149
"WALKING_DOWNSTAIRS" 3 "tBodyAcc.mean...Y" -0.0123939667310204
"WALKING_DOWNSTAIRS" 4 "tBodyAcc.mean...Y" -0.0133297568947333
"WALKING_DOWNSTAIRS" 5 "tBodyAcc.mean...Y" -0.0135978271829787
"WALKING_DOWNSTAIRS" 6 "tBodyAcc.mean...Y" -0.0161107456541667
"WALKING_DOWNSTAIRS" 7 "tBodyAcc.mean...Y" -0.0111518499808511
"WALKING_DOWNSTAIRS" 8 "tBodyAcc.mean...Y" -0.0197580623076316
"WALKING_DOWNSTAIRS" 9 "tBodyAcc.mean...Y" -0.0213760971816667
"WALKING_DOWNSTAIRS" 10 "tBodyAcc.mean...Y" -0.0197410711921053
"WALKING_DOWNSTAIRS" 11 "tBodyAcc.mean...Y" -0.0152993266645652
"WALKING_DOWNSTAIRS" 12 "tBodyAcc.mean...Y" -0.0143995427130435
"WALKING_DOWNSTAIRS" 13 "tBodyAcc.mean...Y" -0.0158563114317021
"WALKING_DOWNSTAIRS" 14 "tBodyAcc.mean...Y" -0.0236864086951111
"WALKING_DOWNSTAIRS" 15 "tBodyAcc.mean...Y" -0.02185442325
"WALKING_DOWNSTAIRS" 16 "tBodyAcc.mean...Y" -0.02011277411
"WALKING_DOWNSTAIRS" 17 "tBodyAcc.mean...Y" -0.0208502512243478
"WALKING_DOWNSTAIRS" 18 "tBodyAcc.mean...Y" -0.0221463319347273
"WALKING_DOWNSTAIRS" 19 "tBodyAcc.mean...Y" -0.00163359862
"WALKING_DOWNSTAIRS" 20 "tBodyAcc.mean...Y" -0.0210209467935556
"WALKING_DOWNSTAIRS" 21 "tBodyAcc.mean...Y" -0.00868823401644444
"WALKING_DOWNSTAIRS" 22 "tBodyAcc.mean...Y" -0.0217446672861111
"WALKING_DOWNSTAIRS" 23 "tBodyAcc.mean...Y" -0.0236915215333333
"WALKING_DOWNSTAIRS" 24 "tBodyAcc.mean...Y" -0.0144922089963636
"WALKING_DOWNSTAIRS" 25 "tBodyAcc.mean...Y" -0.0177505656224138
"WALKING_DOWNSTAIRS" 26 "tBodyAcc.mean...Y" -0.01477526054
"WALKING_DOWNSTAIRS" 27 "tBodyAcc.mean...Y" -0.0138879445318182
"WALKING_DOWNSTAIRS" 28 "tBodyAcc.mean...Y" -0.0175685339326087
"WALKING_DOWNSTAIRS" 29 "tBodyAcc.mean...Y" -0.0215720724029167
"WALKING_DOWNSTAIRS" 30 "tBodyAcc.mean...Y" -0.0182897110316129
"WALKING_UPSTAIRS" 1 "tBodyAcc.mean...Y" -0.0187627424973585
"WALKING_UPSTAIRS" 2 "tBodyAcc.mean...Y" -0.0178935993875
"WALKING_UPSTAIRS" 3 "tBodyAcc.mean...Y" -0.00510636960728814
"WALKING_UPSTAIRS" 4 "tBodyAcc.mean...Y" -0.0195957696746154
"WALKING_UPSTAIRS" 5 "tBodyAcc.mean...Y" -0.0151006218904255
"WALKING_UPSTAIRS" 6 "tBodyAcc.mean...Y" -0.0144073780509804
"WALKING_UPSTAIRS" 7 "tBodyAcc.mean...Y" -0.0179341681333333
"WALKING_UPSTAIRS" 8 "tBodyAcc.mean...Y" -0.0217054788707317
"WALKING_UPSTAIRS" 9 "tBodyAcc.mean...Y" -0.017140941322449
"WALKING_UPSTAIRS" 10 "tBodyAcc.mean...Y" -0.0227169360319149
"WALKING_UPSTAIRS" 11 "tBodyAcc.mean...Y" -0.0148408508487037
"WALKING_UPSTAIRS" 12 "tBodyAcc.mean...Y" -0.0215963126403846
"WALKING_UPSTAIRS" 13 "tBodyAcc.mean...Y" -0.0142583281581818
"WALKING_UPSTAIRS" 14 "tBodyAcc.mean...Y" -0.0168822347037037
"WALKING_UPSTAIRS" 15 "tBodyAcc.mean...Y" -0.0181195912229167
"WALKING_UPSTAIRS" 16 "tBodyAcc.mean...Y" -0.0158248354705882
"WALKING_UPSTAIRS" 17 "tBodyAcc.mean...Y" -0.0114060654939167
"WALKING_UPSTAIRS" 18 "tBodyAcc.mean...Y" -0.013684807072069
"WALKING_UPSTAIRS" 19 "tBodyAcc.mean...Y" -0.0136259688075
"WALKING_UPSTAIRS" 20 "tBodyAcc.mean...Y" -0.0103205245294118
"WALKING_UPSTAIRS" 21 "tBodyAcc.mean...Y" -0.0178770489725532
"WALKING_UPSTAIRS" 22 "tBodyAcc.mean...Y" -0.01923035625
"WALKING_UPSTAIRS" 23 "tBodyAcc.mean...Y" -0.0173828416388235
"WALKING_UPSTAIRS" 24 "tBodyAcc.mean...Y" -0.0236846618016949
"WALKING_UPSTAIRS" 25 "tBodyAcc.mean...Y" -0.0161150473230769
"WALKING_UPSTAIRS" 26 "tBodyAcc.mean...Y" -0.0386437437818182
"WALKING_UPSTAIRS" 27 "tBodyAcc.mean...Y" -0.0213811969156412
"WALKING_UPSTAIRS" 28 "tBodyAcc.mean...Y" -0.0200168899247059
"WALKING_UPSTAIRS" 29 "tBodyAcc.mean...Y" -0.018705972122449
"WALKING_UPSTAIRS" 30 "tBodyAcc.mean...Y" -0.0167654681632308
"LAYING" 1 "tBodyAcc.mean...Z" -0.11708590414
"LAYING" 2 "tBodyAcc.mean...Z" -0.103770429333333
"LAYING" 3 "tBodyAcc.mean...Z" -0.107013895774194
"LAYING" 4 "tBodyAcc.mean...Z" -0.113615960781481
"LAYING" 5 "tBodyAcc.mean...Z" -0.108934586596154
"LAYING" 6 "tBodyAcc.mean...Z" -0.105337353578947
"LAYING" 7 "tBodyAcc.mean...Z" -0.118076752480769
"LAYING" 8 "tBodyAcc.mean...Z" -0.11214064995
"LAYING" 9 "tBodyAcc.mean...Z" -0.09245396016
"LAYING" 10 "tBodyAcc.mean...Z" -0.0976501589534483
"LAYING" 11 "tBodyAcc.mean...Z" -0.106097202
"LAYING" 12 "tBodyAcc.mean...Z" -0.117676223833333
"LAYING" 13 "tBodyAcc.mean...Z" -0.109471249448387
"LAYING" 14 "tBodyAcc.mean...Z" -0.114981251764706
"LAYING" 15 "tBodyAcc.mean...Z" -0.107121526347222
"LAYING" 16 "tBodyAcc.mean...Z" -0.108994603185714
"LAYING" 17 "tBodyAcc.mean...Z" -0.109405836938028
"LAYING" 18 "tBodyAcc.mean...Z" -0.0941531838369231
"LAYING" 19 "tBodyAcc.mean...Z" -0.110446639710843
"LAYING" 20 "tBodyAcc.mean...Z" -0.1095231898
"LAYING" 21 "tBodyAcc.mean...Z" -0.110332307977778
"LAYING" 22 "tBodyAcc.mean...Z" -0.110366845295833
"LAYING" 23 "tBodyAcc.mean...Z" -0.117661432951389
"LAYING" 24 "tBodyAcc.mean...Z" -0.114277899805556
"LAYING" 25 "tBodyAcc.mean...Z" -0.111887270808219
"LAYING" 26 "tBodyAcc.mean...Z" -0.0980800123565789
"LAYING" 27 "tBodyAcc.mean...Z" -0.102535888124324
"LAYING" 28 "tBodyAcc.mean...Z" -0.10844897177875
"LAYING" 29 "tBodyAcc.mean...Z" -0.10866568257971
